Date,SBSW,UMC,SEDG,DLHC ,CPT
1/28/2021,15.69,9.28,309.73999,10.26,102.779999
1/29/2021,14.87,9.05,288.329987,10.36,102.150002
2/1/2021,15.79,9.32,300.820007,10.83,104.889999
2/2/2021,15.59,9.48,307.049988,11.13,104.260002
2/3/2021,15.94,9.41,307.079987,10.68,103.739998
2/4/2021,15.99,9.45,301.700012,10.71,103.620003
2/5/2021,16.85,9.62,308.23999,10.7,101.800003
2/8/2021,17.27,10.06,318.829987,11.18,101.959999
2/9/2021,17.16,10.35,325.920013,11.23,101.139999
2/10/2021,18.17,10.16,320.399994,11.16,103.419998
2/11/2021,17.83,10.6,330.779999,11.19,106
2/12/2021,17.879999,10.78,330.890015,11.25,106.540001
2/16/2021,18.85,10.69,331.350006,10.88,106.400002
2/17/2021,18.879999,10.31,334.799988,10.74,105.059998
2/18/2021,18.57,10.3,316.089996,10.71,103.800003
2/19/2021,18.6,10.38,321.98999,10.62,105.129997
2/22/2021,19.41,9.91,288.700012,10.8,104.940002
2/23/2021,18.74,9.81,295.579987,10.56,107.589996
